key,values
"['09', '2', '2023']","['3', '0']"
"['09', '3', '2008']","['8', '1']"
"['09', '3', '2009']","['2', '0']"
"['09', '3', '2010']","['4', '1']"
"['09', '3', '2011']","['2', '3']"
"['09', '3', '2012']","['5', '0']"
"['09', '3', '2013']","['1', '2']"
"['09', '3', '2014']","['9', '1']"
"['09', '3', '2015']","['8', '3']"
"['09', '3', '2016']","['10', '2']"
"['09', '3', '2017']","['8', '1']"
"['09', '3', '2018']","['8', '2']"
"['09', '3', '2019']","['4', '1']"
"['09', '3', '2020']","['4', '0']"
"['09', '3', '2021']","['3', '1']"
"['09', '3', '2022']","['3', '2']"
"['09', '3', '2023']","['1', '1']"
"['09', '4', '2008']","['3', '1']"
"['09', '4', '2009']","['2', '0']"
"['09', '4', '2010']","['4', '2']"
"['09', '4', '2011']","['3', '4']"
"['09', '4', '2012']","['3', '2']"
"['09', '4', '2013']","['4', '2']"
"['09', '4', '2014']","['3', '0']"
"['09', '4', '2015']","['9', '3']"
"['09', '4', '2016']","['6', '1']"
"['09', '4', '2017']","['7', '1']"
"['09', '4', '2018']","['8', '2']"
"['09', '4', '2019']","['3', '2']"
"['09', '4', '2020']","['3', '2']"
"['09', '4', '2021']","['8', '3']"
"['09', '4', '2022']","['3', '1']"
"['09', '4', '2023']","['2', '1']"
"['09', '5', '2008']","['1', '1']"
"['09', '5', '2009']","['1', '1']"
"['09', '5', '2010']","['1', '0']"
"['09', '5', '2011']","['4', '3']"
"['09', '5', '2012']","['6', '3']"
"['09', '5', '2013']","['2', '1']"
"['09', '5', '2014']","['2', '2']"
"['09', '5', '2015']","['7', '1']"
"['09', '5', '2016']","['10', '0']"
"['09', '5', '2017']","['11', '3']"
"['09', '5', '2018']","['7', '1']"
"['09', '5', '2019']","['7', '3']"
"['09', '5', '2020']","['9', '2']"
"['09', '5', '2021']","['6', '0']"
"['09', '5', '2022']","['2', '2']"
"['09', '5', '2023']","['0', '1']"
"['09', '6', '2008']","['4', '3']"
"['09', '6', '2009']","['2', '0']"
"['09', '6', '2010']","['4', '2']"
"['09', '6', '2011']","['0', '2']"
"['09', '6', '2012']","['2', '2']"
"['09', '6', '2013']","['1', '0']"
"['09', '6', '2014']","['2', '1']"
"['09', '6', '2015']","['8', '1']"
"['09', '6', '2016']","['9', '0']"
"['09', '6', '2017']","['7', '0']"
"['09', '6', '2018']","['5', '2']"
"['09', '6', '2019']","['4', '4']"
"['09', '6', '2020']","['3', '0']"
"['09', '6', '2021']","['3', '1']"
"['09', '6', '2022']","['4', '5']"
"['09', '6', '2023']","['2', '2']"
"['09', '7', '2008']","['3', '0']"
"['09', '7', '2009']","['3', '1']"
"['09', '7', '2010']","['0', '1']"
"['09', '7', '2011']","['0', '1']"
"['09', '7', '2012']","['1', '2']"
"['09', '7', '2013']","['3', '1']"
"['09', '7', '2014']","['1', '2']"
"['09', '7', '2015']","['4', '3']"
"['09', '7', '2016']","['4', '4']"
"['09', '7', '2017']","['7', '1']"
"['09', '7', '2018']","['7', '0']"
"['09', '7', '2019']","['3', '1']"
"['09', '7', '2020']","['7', '2']"
"['09', '7', '2021']","['4', '1']"
"['09', '7', '2022']","['6', '3']"
"['09', '7', '2023']","['3', '1']"
"['09', '8', '2008']","['3', '1']"
"['09', '8', '2009']","['0', '0']"
"['09', '8', '2010']","['5', '2']"
"['09', '8', '2011']","['1', '1']"
"['09', '8', '2012']","['1', '1']"
"['09', '8', '2013']","['3', '2']"
"['09', '8', '2014']","['1', '3']"
"['09', '8', '2015']","['6', '0']"
"['09', '8', '2016']","['10', '0']"
"['09', '8', '2017']","['7', '1']"
"['09', '8', '2018']","['13', '2']"
"['09', '8', '2019']","['3', '2']"
"['09', '8', '2020']","['5', '1']"
"['09', '8', '2021']","['5', '2']"
"['09', '8', '2022']","['6', '4']"
"['09', '8', '2023']","['3', '2']"
"['09', '9', '2008']","['5', '2']"
"['09', '9', '2009']","['3', '0']"
"['09', '9', '2010']","['1', '0']"
"['09', '9', '2011']","['1', '1']"
"['09', '9', '2012']","['0', '0']"
"['09', '9', '2013']","['3', '1']"
"['09', '9', '2014']","['3', '0']"
"['09', '9', '2015']","['7', '5']"
"['09', '9', '2016']","['5', '2']"
"['09', '9', '2017']","['5', '1']"
"['09', '9', '2018']","['4', '1']"
"['09', '9', '2019']","['7', '0']"
"['09', '9', '2020']","['4', '1']"
"['09', '9', '2021']","['4', '2']"
"['09', '9', '2022']","['2', '1']"
"['09', '9', '2023']","['2', '4']"
"['09', '10', '2008']","['1', '1']"
"['09', '10', '2009']","['4', '0']"
"['09', '10', '2010']","['2', '1']"
"['09', '10', '2011']","['1', '1']"
"['09', '10', '2012']","['7', '2']"
"['09', '10', '2013']","['0', '0']"
"['09', '10', '2014']","['1', '0']"
"['09', '10', '2015']","['6', '1']"
"['09', '10', '2016']","['5', '0']"
"['09', '10', '2017']","['8', '1']"
"['09', '10', '2018']","['12', '0']"
"['09', '10', '2019']","['3', '0']"
"['09', '10', '2020']","['4', '1']"
"['09', '10', '2021']","['7', '2']"
"['09', '10', '2022']","['3', '3']"
"['09', '10', '2023']","['3', '0']"
"['09', '11', '2008']","['2', '3']"
"['09', '11', '2009']","['2', '0']"
"['09', '11', '2010']","['5', '2']"
"['09', '11', '2011']","['0', '0']"
"['09', '11', '2012']","['3', '2']"
"['09', '11', '2013']","['4', '0']"
"['09', '11', '2014']","['1', '0']"
"['09', '11', '2015']","['5', '2']"
"['09', '11', '2016']","['5', '0']"
"['09', '11', '2017']","['6', '1']"
"['09', '11', '2018']","['2', '0']"
"['09', '11', '2019']","['8', '3']"
"['09', '11', '2020']","['5', '0']"
"['09', '11', '2021']","['4', '2']"
"['09', '11', '2022']","['3', '2']"
"['09', '11', '2023']","['2', '3']"
"['09', '12', '2008']","['2', '0']"
"['09', '12', '2009']","['3', '0']"
"['09', '12', '2010']","['3', '0']"
"['09', '12', '2011']","['3', '0']"
"['09', '12', '2012']","['4', '4']"
"['09', '12', '2013']","['1', '0']"
"['09', '12', '2014']","['0', '0']"
"['09', '12', '2015']","['1', '1']"
"['09', '12', '2016']","['4', '0']"
"['09', '12', '2017']","['5', '2']"
"['09', '12', '2018']","['9', '0']"
"['09', '12', '2019']","['4', '0']"
"['09', '12', '2020']","['3', '1']"
"['09', '12', '2021']","['6', '3']"
"['09', '12', '2022']","['7', '5']"
"['09', '12', '2023']","['2', '2']"
"['09', '13', '2008']","['1', '2']"
"['09', '13', '2009']","['2', '0']"
"['09', '13', '2010']","['5', '1']"
"['09', '13', '2011']","['0', '0']"
"['09', '13', '2012']","['5', '1']"
"['09', '13', '2013']","['0', '0']"
"['09', '13', '2014']","['2', '1']"
"['09', '13', '2015']","['5', '2']"
"['09', '13', '2016']","['8', '0']"
"['09', '13', '2017']","['8', '1']"
"['09', '13', '2018']","['6', '2']"
"['09', '13', '2019']","['4', '2']"
"['09', '13', '2020']","['3', '0']"
"['09', '13', '2021']","['3', '4']"
"['09', '13', '2022']","['4', '2']"
"['09', '13', '2023']","['4', '2']"
"['09', '14', '2008']","['4', '1']"
"['09', '14', '2009']","['1', '0']"
"['09', '14', '2010']","['3', '0']"
"['09', '14', '2011']","['3', '1']"
"['09', '14', '2012']","['5', '2']"
"['09', '14', '2013']","['0', '0']"
"['09', '14', '2014']","['6', '1']"
"['09', '14', '2015']","['7', '1']"
"['09', '14', '2016']","['8', '1']"
"['09', '14', '2017']","['2', '0']"
"['09', '14', '2018']","['9', '1']"
"['09', '14', '2019']","['5', '0']"
"['09', '14', '2020']","['4', '0']"
"['09', '14', '2021']","['6', '3']"
"['09', '14', '2022']","['4', '2']"
"['09', '14', '2023']","['2', '4']"
"['09', '15', '2008']","['3', '4']"
"['09', '15', '2009']","['1', '0']"
"['09', '15', '2010']","['2', '1']"
"['09', '15', '2011']","['4', '0']"
"['09', '15', '2012']","['5', '3']"
"['09', '15', '2013']","['2', '1']"
"['09', '15', '2014']","['2', '0']"
"['09', '15', '2015']","['6', '0']"
"['09', '15', '2016']","['7', '1']"
"['09', '15', '2017']","['9', '1']"
"['09', '15', '2018']","['4', '0']"
"['09', '15', '2019']","['1', '1']"
"['09', '15', '2020']","['2', '0']"
"['09', '15', '2021']","['4', '0']"
"['09', '15', '2022']","['8', '4']"
"['09', '15', '2023']","['2', '1']"
"['09', '16', '2008']","['3', '0']"
"['09', '16', '2009']","['7', '0']"
"['09', '16', '2010']","['6', '0']"
"['09', '16', '2011']","['5', '2']"
"['09', '16', '2012']","['5', '2']"
"['09', '16', '2013']","['5', '0']"
"['09', '16', '2014']","['6', '0']"
"['09', '16', '2015']","['9', '2']"
"['09', '16', '2016']","['7', '0']"
"['09', '16', '2017']","['16', '2']"
"['09', '16', '2018']","['10', '1']"
"['09', '16', '2019']","['4', '2']"
"['09', '16', '2020']","['4', '2']"
"['09', '16', '2021']","['3', '4']"
"['09', '16', '2022']","['3', '3']"
"['09', '16', '2023']","['3', '1']"
"['09', '17', '2008']","['2', '2']"
"['09', '17', '2009']","['1', '0']"
"['09', '17', '2010']","['10', '0']"
"['09', '17', '2011']","['4', '0']"
"['09', '17', '2012']","['3', '0']"
"['09', '17', '2013']","['3', '0']"
"['09', '17', '2014']","['3', '0']"
"['09', '17', '2015']","['5', '0']"
"['09', '17', '2016']","['12', '0']"
"['09', '17', '2017']","['8', '0']"
"['09', '17', '2018']","['13', '1']"
"['09', '17', '2019']","['11', '2']"
"['09', '17', '2020']","['4', '0']"
"['09', '17', '2021']","['0', '1']"
"['09', '17', '2022']","['8', '2']"
"['09', '17', '2023']","['2', '2']"
"['09', '18', '2008']","['2', '0']"
"['09', '18', '2009']","['1', '0']"
"['09', '18', '2010']","['3', '0']"
"['09', '18', '2011']","['3', '2']"
"['09', '18', '2012']","['4', '1']"
"['09', '18', '2013']","['3', '0']"
"['09', '18', '2014']","['1', '1']"
"['09', '18', '2015']","['7', '0']"
"['09', '18', '2016']","['9', '1']"
"['09', '18', '2017']","['32', '0']"
"['09', '18', '2018']","['13', '0']"
"['09', '18', '2019']","['9', '0']"
"['09', '18', '2020']","['2', '0']"
"['09', '18', '2021']","['5', '0']"
"['09', '18', '2022']","['16', '0']"
"['09', '18', '2023']","['7', '1']"
"['09', '19', '2008']","['4', '4']"
"['09', '19', '2009']","['5', '5']"
"['09', '19', '2010']","['3', '4']"
"['09', '19', '2011']","['4', '5']"
"['09', '19', '2012']","['0', '15']"
"['09', '19', '2013']","['5', '2']"
"['09', '19', '2014']","['8', '4']"
"['09', '19', '2015']","['8', '1']"
"['09', '19', '2016']","['12', '0']"
"['09', '19', '2017']","['9', '1']"
"['09', '19', '2018']","['41', '0']"
"['09', '19', '2019']","['23', '0']"
"['09', '19', '2020']","['12', '2']"
"['09', '19', '2021']","['9', '0']"
"['09', '19', '2022']","['13', '0']"
"['09', '19', '2023']","['15', '3']"
"['10', '0', '2008']","['8', '1']"
"['10', '0', '2009']","['15', '0']"
"['10', '0', '2010']","['12', '4']"
"['10', '0', '2011']","['9', '6']"
"['10', '0', '2012']","['10', '3']"
"['10', '0', '2013']","['13', '2']"
"['10', '0', '2014']","['21', '0']"
"['10', '0', '2015']","['21', '2']"
"['10', '0', '2016']","['38', '0']"
"['10', '0', '2017']","['14', '1']"
"['10', '0', '2018']","['16', '1']"
"['10', '0', '2019']","['11', '0']"
"['10', '0', '2020']","['15', '0']"
"['10', '0', '2021']","['8', '1']"
"['10', '0', '2022']","['6', '1']"
"['10', '0', '2023']","['8', '1']"
"['10', '1', '2008']","['27', '9']"
"['10', '1', '2009']","['21', '5']"
"['10', '1', '2010']","['21', '8']"
"['10', '1', '2011']","['26', '7']"
"['10', '1', '2012']","['38', '10']"
"['10', '1', '2013']","['31', '10']"
"['10', '1', '2014']","['47', '6']"
"['10', '1', '2015']","['48', '2']"
"['10', '1', '2016']","['62', '2']"
"['10', '1', '2017']","['51', '6']"
"['10', '1', '2018']","['27', '4']"
"['10', '1', '2019']","['20', '10']"
"['10', '1', '2020']","['13', '2']"
"['10', '1', '2021']","['18', '6']"
"['10', '1', '2022']","['21', '10']"
"['10', '1', '2023']","['15', '8']"
"['10', '2', '2008']","['34', '6']"
"['10', '2', '2009']","['21', '3']"
"['10', '2', '2010']","['20', '10']"
"['10', '2', '2011']","['23', '13']"
"['10', '2', '2012']","['29', '11']"
"['10', '2', '2013']","['42', '7']"
"['10', '2', '2014']","['52', '3']"
"['10', '2', '2015']","['58', '7']"
"['10', '2', '2016']","['71', '4']"
"['10', '2', '2017']","['49', '2']"
"['10', '2', '2018']","['28', '5']"
"['10', '2', '2019']","['24', '5']"
"['10', '2', '2020']","['11', '10']"
"['10', '2', '2021']","['8', '3']"
"['10', '2', '2022']","['9', '9']"
"['10', '2', '2023']","['19', '17']"
"['10', '3', '2008']","['34', '4']"
"['10', '3', '2009']","['22', '5']"
"['10', '3', '2010']","['13', '12']"
"['10', '3', '2011']","['22', '6']"
"['10', '3', '2012']","['30', '9']"
"['10', '3', '2013']","['48', '8']"
"['10', '3', '2014']","['40', '5']"
"['10', '3', '2015']","['60', '7']"
"['10', '3', '2016']","['63', '6']"
"['10', '3', '2017']","['56', '6']"
"['10', '3', '2018']","['21', '8']"
"['10', '3', '2019']","['22', '7']"
"['10', '3', '2020']","['11', '12']"
"['10', '3', '2021']","['7', '7']"
"['10', '3', '2022']","['20', '13']"
"['10', '3', '2023']","['14', '14']"
"['10', '4', '2008']","['25', '5']"
"['10', '4', '2009']","['21', '2']"
"['10', '4', '2010']","['21', '13']"
"['10', '4', '2011']","['12', '8']"
"['10', '4', '2012']","['28', '8']"
"['10', '4', '2013']","['37', '10']"
"['10', '4', '2014']","['51', '5']"
"['10', '4', '2015']","['64', '4']"
"['10', '4', '2016']","['77', '7']"
"['10', '4', '2017']","['45', '5']"
"['10', '4', '2018']","['29', '4']"
"['10', '4', '2019']","['17', '6']"
"['10', '4', '2020']","['8', '7']"
"['10', '4', '2021']","['11', '3']"
"['10', '4', '2022']","['13', '6']"
"['10', '4', '2023']","['18', '14']"
"['10', '5', '2008']","['28', '5']"
"['10', '5', '2009']","['20', '7']"
"['10', '5', '2010']","['16', '9']"
"['10', '5', '2011']","['20', '5']"
"['10', '5', '2012']","['27', '10']"
"['10', '5', '2013']","['29', '7']"
"['10', '5', '2014']","['42', '6']"
"['10', '5', '2015']","['64', '11']"
"['10', '5', '2016']","['91', '7']"
"['10', '5', '2017']","['47', '4']"
"['10', '5', '2018']","['25', '6']"
"['10', '5', '2019']","['24', '10']"
"['10', '5', '2020']","['18', '14']"
"['10', '5', '2021']","['9', '7']"
"['10', '5', '2022']","['12', '15']"
"['10', '5', '2023']","['12', '26']"
"['10', '6', '2008']","['31', '6']"
"['10', '6', '2009']","['8', '4']"
"['10', '6', '2010']","['11', '7']"
"['10', '6', '2011']","['16', '8']"
"['10', '6', '2012']","['27', '11']"
"['10', '6', '2013']","['36', '9']"
"['10', '6', '2014']","['37', '4']"
"['10', '6', '2015']","['64', '8']"
"['10', '6', '2016']","['85', '15']"
"['10', '6', '2017']","['46', '8']"
"['10', '6', '2018']","['35', '8']"
"['10', '6', '2019']","['15', '8']"
"['10', '6', '2020']","['10', '12']"
"['10', '6', '2021']","['10', '7']"
"['10', '6', '2022']","['14', '11']"
"['10', '6', '2023']","['10', '16']"
"['10', '7', '2008']","['15', '2']"
"['10', '7', '2009']","['15', '5']"
"['10', '7', '2010']","['13', '10']"
"['10', '7', '2011']","['16', '10']"
"['10', '7', '2012']","['31', '11']"
"['10', '7', '2013']","['20', '8']"
"['10', '7', '2014']","['54', '3']"
"['10', '7', '2015']","['67', '5']"
"['10', '7', '2016']","['81', '11']"
"['10', '7', '2017']","['42', '1']"
"['10', '7', '2018']","['36', '10']"
"['10', '7', '2019']","['24', '9']"
"['10', '7', '2020']","['13', '10']"
"['10', '7', '2021']","['10', '13']"
"['10', '7', '2022']","['10', '11']"
"['10', '7', '2023']","['14', '22']"
"['10', '8', '2008']","['28', '3']"
"['10', '8', '2009']","['16', '3']"
"['10', '8', '2010']","['11', '6']"
"['10', '8', '2011']","['13', '3']"
"['10', '8', '2012']","['16', '2']"
"['10', '8', '2013']","['42', '4']"
"['10', '8', '2014']","['29', '4']"
"['10', '8', '2015']","['64', '8']"
"['10', '8', '2016']","['63', '5']"
"['10', '8', '2017']","['51', '6']"
"['10', '8', '2018']","['39', '8']"
"['10', '8', '2019']","['21', '9']"
"['10', '8', '2020']","['11', '12']"
"['10', '8', '2021']","['11', '4']"
"['10', '8', '2022']","['12', '15']"
"['10', '8', '2023']","['13', '11']"
"['10', '9', '2008']","['20', '3']"
"['10', '9', '2009']","['17', '0']"
"['10', '9', '2010']","['9', '2']"
"['10', '9', '2011']","['9', '6']"
"['10', '9', '2012']","['22', '10']"
"['10', '9', '2013']","['25', '5']"
"['10', '9', '2014']","['37', '3']"
"['10', '9', '2015']","['60', '3']"
"['10', '9', '2016']","['71', '6']"
"['10', '9', '2017']","['53', '3']"
"['10', '9', '2018']","['27', '4']"
"['10', '9', '2019']","['17', '9']"
"['10', '9', '2020']","['12', '10']"
"['10', '9', '2021']","['14', '10']"
"['10', '9', '2022']","['20', '11']"
"['10', '9', '2023']","['14', '18']"
"['10', '10', '2008']","['22', '6']"
"['10', '10', '2009']","['14', '3']"
"['10', '10', '2010']","['10', '9']"
"['10', '10', '2011']","['14', '4']"
"['10', '10', '2012']","['9', '11']"
"['10', '10', '2013']","['30', '4']"
"['10', '10', '2014']","['32', '5']"
"['10', '10', '2015']","['58', '4']"
"['10', '10', '2016']","['50', '6']"
"['10', '10', '2017']","['45', '0']"
"['10', '10', '2018']","['37', '6']"
"['10', '10', '2019']","['19', '7']"
"['10', '10', '2020']","['10', '9']"
"['10', '10', '2021']","['15', '9']"
"['10', '10', '2022']","['8', '8']"
"['10', '10', '2023']","['12', '14']"
"['10', '11', '2008']","['17', '3']"
"['10', '11', '2009']","['12', '0']"
"['10', '11', '2010']","['10', '3']"
"['10', '11', '2011']","['13', '1']"
"['10', '11', '2012']","['13', '2']"
"['10', '11', '2013']","['19', '4']"
"['10', '11', '2014']","['27', '3']"
"['10', '11', '2015']","['39', '5']"
"['10', '11', '2016']","['48', '7']"
"['10', '11', '2017']","['41', '3']"
"['10', '11', '2018']","['28', '4']"
"['10', '11', '2019']","['16', '0']"
"['10', '11', '2020']","['13', '11']"
"['10', '11', '2021']","['14', '5']"
"['10', '11', '2022']","['19', '10']"
"['10', '11', '2023']","['9', '12']"
"['10', '12', '2008']","['24', '2']"
"['10', '12', '2009']","['13', '2']"
"['10', '12', '2010']","['12', '4']"
"['10', '12', '2011']","['12', '7']"
"['10', '12', '2012']","['24', '4']"
"['10', '12', '2013']","['27', '1']"
"['10', '12', '2014']","['32', '2']"
"['10', '12', '2015']","['51', '2']"
"['10', '12', '2016']","['45', '6']"
"['10', '12', '2017']","['37', '4']"
"['10', '12', '2018']","['25', '5']"
"['10', '12', '2019']","['18', '5']"
"['10', '12', '2020']","['5', '9']"
"['10', '12', '2021']","['14', '5']"
"['10', '12', '2022']","['10', '9']"
"['10', '12', '2023']","['16', '9']"
"['10', '13', '2008']","['16', '3']"
"['10', '13', '2009']","['11', '2']"
"['10', '13', '2010']","['10', '1']"
"['10', '13', '2011']","['13', '4']"
"['10', '13', '2012']","['9', '3']"
"['10', '13', '2013']","['29', '3']"
"['10', '13', '2014']","['30', '3']"
"['10', '13', '2015']","['44', '5']"
"['10', '13', '2016']","['59', '3']"
"['10', '13', '2017']","['47', '3']"
"['10', '13', '2018']","['27', '6']"
"['10', '13', '2019']","['21', '3']"
"['10', '13', '2020']","['9', '10']"
"['10', '13', '2021']","['6', '5']"
"['10', '13', '2022']","['12', '8']"
"['10', '13', '2023']","['12', '11']"
"['10', '14', '2008']","['21', '3']"
"['10', '14', '2009']","['11', '2']"
"['10', '14', '2010']","['6', '4']"
"['10', '14', '2011']","['8', '5']"
"['10', '14', '2012']","['15', '4']"
"['10', '14', '2013']","['16', '2']"
"['10', '14', '2014']","['25', '0']"
